Name,IATA Code,ICAO Code,Prefix,Fleet Size,Destinations,Callsign,Logo URL,Wikipedia URL,AOC Number,Hubs,Destinations - actual names and airport/city code,Website,Key people,Employees,Headquarters,Alliance,Frequent-flyer programs,Revenue,Operating Income,Net Income,Total assets,Total equity,Founded
Discover Airlines,4Y,OCN,D,33,70,OCEAN,https://images.planefinder.net/api/logo/OCN/w/256,https://en.wikipedia.org/wiki/Discover_Airlines,,Frankfurt ; Munich,Albania: Tirana (TIA) — Tirana International Airport Nënë Tereza; Armenia: Yerevan (EVN) — Zvartnots International Airport; Sydney: Sydney Airport — Terminated; Austria: Graz (GRZ) — Graz Airport; Linz: Linz Airport — Terminated; Salzburg: Salzburg Airport — Terminated; Vienna: Vienna International Airport — Hub; Belgium: Brussels (BRU) — Brussels Airport; Mostar: Mostar International Airport — Terminated; São Paulo: São Paulo/Guarulhos International Airport — Terminated; Canada: Montreal (YUL) — Montréal–Trudeau International Airport; Ottawa: Ottawa Macdonald–Cartier International Airport — Terminated; Toronto: Toronto Pearson International Airport — Terminated; Vancouver: Vancouver International Airport — Terminated; Guangzhou: Guangzhou Baiyun International Airport — Terminated; Nanjing: Nanjing Lukou International Airport — Terminated; Xiamen: Xiamen Gaoqi International Airport — Terminated; Medellín: José María Córdova International Airport — Terminated; Croatia: Dubrovnik (DBV) — Dubrovnik Airport; Split: Split Airport — Seasonal; Zadar: Zadar Airport — Seasonal; Holguin: Frank País Airport — Terminated; Varadero: Juan Gualberto Gómez Airport — Terminated; Cyprus: Larnaca (LCA) — Larnaca International Airport; Czech Republic: Prague (PRG) — Václav Havel Airport Prague; Hurghada: Hurghada International Airport — Seasonal Charter; Marsa Alam: Marsa Alam International Airport — Seasonal Charter; Kittilä: Kittilä Airport — Seasonal Charter; Rovaniemi: Rovaniemi Airport — Seasonal; France: Lyon (LYS) — Lyon–Saint-Exupéry Airport; Strasbourg: Strasbourg Airport — Terminated; Georgia: Tbilisi (TBS) — Tbilisi International Airport; Germany: Berlin (BER) — Berlin Brandenburg Airport; Dortmund: Dortmund Airport — Terminated; Dresden: Dresden Airport — Terminated; Heringsdorf / Usedom: Heringsdorf Airport — Terminated; Rostock: Rostock–Laage Airport — Terminated; Sylt: Sylt Airport — Seasonal; Greece: Athens (ATH) — Athens International Airport; Chania: Chania International Airport — Seasonal; Chios: Chios Island National Airport — Terminated; Corfu: Corfu International Airport — Seasonal; Heraklion: Heraklion International Airport — Seasonal; Kalamata: Kalamata International Airport — Seasonal; Karpathos: Karpathos Island National Airport — Seasonal; Kavala: Kavala International Airport — Seasonal; Kephalonia: Kephalonia International Airport — Seasonal; Kos: Kos International Airport — Seasonal; Lemnos: Lemnos International Airport — Seasonal Charter; Mykonos: Mykonos Airport — Seasonal; Mytilene: Mytilene International Airport — Terminated; Patras: Patras Araxos Airport — Seasonal; Preveza: Aktion National Airport — Seasonal; Rhodes: Rhodes International Airport — Seasonal; Samos: Samos International Airport — Seasonal; Santorini: Santorini (Thira) International Airport — Seasonal; Skiathos: Skiathos International Airport — Seasonal; Skyros: Skyros National Airport — Seasonal Charter; Volos: Nea Anchialos National Airport — Seasonal; Zakynthos: Zakynthos International Airport — Seasonal; Hungary: Budapest (BUD) — Budapest Ferenc Liszt International Airport; Iceland: Keflavík (KEF) — Keflavík International Airport; Mumbai: Chhatrapati Shivaji Maharaj International Airport — Terminated; Jakarta: Soekarno–Hatta International Airport — Terminated; Shiraz: Shiraz International Airport — Terminated; Israel: Tel Aviv (TLV) — Ben Gurion Airport; Italy: Bari (BRI) — Bari Karol Wojtyła Airport; Brindisi: Brindisi Airport — Seasonal; Cagliari: Cagliari Elmas Airport — Seasonal; Catania: Catania–Fontanarossa Airport — Seasonal; Lamezia Terme: Lamezia Terme International Airport — Seasonal; Olbia: Olbia Costa Smeralda Airport — Seasonal; Palermo: Falcone Borsellino Airport — Seasonal; Turin: Turin Airport — Terminated; Tokyo: Narita International Airport — Seasonal; Jordan: Amman (AMM) — Queen Alia International Airport; Nairobi: Jomo Kenyatta International Airport — Terminated; Kosovo: Pristina (PRN) — Pristina International Airport; Lithuania: Vilnius (VNO) — Vilnius Čiurlionis International Airport; Kuala Lumpur: Kuala Lumpur International Airport — Terminated; Penang: Penang International Airport — Terminated; Maldives: Malé (MLE) — Velana International Airport; Mauritius: Port Louis (MRU) — Sir Seewoosagur Ramgoolam International Airport; Mexico: Cancún (CUN) — Cancún International Airport; Mexico City: Mexico City International Airport — Terminated; Moldova: Chişinău (RMO) — Chișinău Eugen Doga International Airport; Montenegro: Podgorica (TGD) — Podgorica Airport; Tivat: Tivat Airport — Seasonal; Casablanca: Mohammed V International Airport — Terminated; Netherlands: Amsterdam (AMS) — Amsterdam Airport Schiphol; Lagos: Murtala Muhammed International Airport — Terminated; North Macedonia: Ohrid (OHD) — Ohrid St. Paul the Apostle Airport; Norway: Oslo (OSL) — Oslo Gardermoen Airport; Tromsø: Tromsø Airport — Terminated; Poznań: Poznań-Ławica Airport — Terminated; Wrocław: Wrocław Airport — Terminated; Portugal: Funchal (FNC) — Madeira Airport; Lisbon: Lisbon Airport — Terminated; Timișoara: Traian Vuia International Airport — Terminated; Moscow: Moscow Domodedovo Airport — Terminated; Nizhny Novgorod: Nizhny Novgorod International Airport — Terminated; Rostov-on-Don: Rostov-on-Don Airport — Terminated; Saint Petersburg: Pulkovo International Airport Seasonal — Terminated; Sochi: Sochi International Airport — Terminated; Yekaterinburg: Koltsovo International Airport — Terminated; Riyadh: King Khalid International Airport — Terminated; Serbia: Belgrade (BEG) — Belgrade Nikola Tesla Airport; Johannesburg: O. R. Tambo International Airport — Terminated; Spain: Barcelona (BCN) — Josep Tarradellas Barcelona–El Prat Airport; Fuerteventura: Fuerteventura Airport — Seasonal; Ibiza: Ibiza Airport — Seasonal; Lanzarote: Lanzarote Airport — Terminated; Madrid: Adolfo Suárez Madrid–Barajas Airport — Terminated; Menorca: Menorca Airport — Seasonal; Seville: Seville Airport — Seasonal; Sweden: Gothenburg (GOT) — Göteborg Landvetter Airport; Switzerland: Geneva (GVA) — Geneva Airport; St. Gallen: St. Gallen–Altenrhein Airport — Terminated; Switzerland ; France ; Germany: Basel ; Mulhouse ; Freiburg (BSL) — EuroAirport Basel Mulhouse Freiburg; Tunisia: Monastir (MIR) — Monastir Habib Bourguiba International Airport; Turkey: Antalya (AYT) — Antalya Airport; Bodrum: Milas–Bodrum Airport — Terminated; Dalaman: Dalaman Airport — Seasonal; Istanbul: Istanbul Atatürk Airport — Airport closed; Kyiv: Boryspil International Airport — Suspended; Lviv: Lviv Danylo Halytskyi International Airport — Suspended; Odesa: Odesa International Airport — Suspended; Zaporizhzhia: Zaporizhzhia International Airport — Suspended; Dubai: Dubai International Airport — Seasonal; Edinburgh: Edinburgh Airport — Seasonal; London: Gatwick Airport — Terminated; Manchester: Manchester Airport — Terminated; Los Angeles: Los Angeles International Airport — Seasonal; Miami: Miami International Airport — Terminated; San Francisco: San Francisco International Airport — Terminated,discover-airlines.com,,,"Frankfurt , Hesse , Germany",,Miles & More,,,,,,24 July 2021 ( 2021-07-24 ) ; (as Eurowings Discover ); 24 July 2021 ( 2021-07-24 ) ; (as Discover Airlines )
Divi Divi Air,3R,DVR,PJ,5,3,DIVI AIR,https://images.planefinder.net/api/logo/DVR/w/256,https://en.wikipedia.org/wiki/Divi_Divi_Air,,Curaçao International Airport; Flamingo International Airport,Oranjestad (AUA) — Queen Beatrix International Airport; Kralendijk (BON) — Flamingo International Airport; Willemstad (CUR) — Curaçao International Airport,Fly Divi Divi,"Germaine N.F. Richie-Durand (CEO), Danielle Durand",,Curaçao,,,,,,,,2000; 2001
Donghai Airlines,DZ,EPA,B,24,54,DONGHAI AIR,https://images.planefinder.net/api/logo/EPA/w/256,https://en.wikipedia.org/wiki/Donghai_Airlines,,Shenzhen Bao'an International Airport,Beijing: Beijing Capital International Airport — Terminated; Chengdu: Chengdu Shuangliu International Airport — Terminated; Dongying: Dongying Shengli Airport — Terminated; Guiyang: Guiyang Longdongbao International Airport — Terminated; Handan: Handan Airport — Terminated; Huaihua: Huaihua Zhijiang Airport — Terminated; Jining: Jining Da'an Airport — Terminated; Nanyang: Nanyang Jiangying Airport — Terminated; Shenzhen: Shenzhen Bao'an International Airport — Hub; Xingyi: Xingyi Wanfenglin Airport — Terminated; Laos: Vientiane (VTE) — Wattay International Airport; Nay Pyi Taw: Naypyidaw International Airport — Terminated; South Korea: Jeju (CJU) — Jeju International Airport; Chiang Rai: Chiang Rai International Airport — Terminated; Van Don: Van Don International Airport — Terminated,www .donghaiair .com,Bill Wong Cho-bau (chairman) ; Liu Jianping (CEO),,"Shenzhen Bao'an International Airport , Bao'an District , Shenzhen , Guangdong",,Seagull Club,,,,,,2002 ( 2002 )
DOT LT,R6,DNU,LY,0,0,DANU,https://images.planefinder.net/api/logo/DNU/w/256,https://en.wikipedia.org/wiki/DAT_LT,,Kaunas,"Palanga: Palanga International Airport — Terminated; Oslo: Oslo Airport, Gardermoen — Terminated; Røros: Røros Airport — Terminated",dat.dk,,,"Karmėlava , Lithuania",,,,,,,,2003 as DOT LT
Dragonair,KA,HDA,B-H,0,7,DRAGON,https://images.planefinder.net/api/logo/HDA/w/256,https://en.wikipedia.org/wiki/Cathay_Dragon,,Hong Kong–Kai Tak (1985–1998) ; Hong Kong–Chek Lap Kok (1998–2020),"Australia: Adelaide (ADL) — Adelaide Airport; Brisbane: Brisbane Airport — Passenger + cargo; Cairns: Cairns Airport — Seasonal; Hobart: Hobart Airport — Seasonal cargo; Melbourne: Melbourne Airport — Passenger + cargo; Perth: Perth Airport — Passenger; Sydney: Sydney Airport — Passenger + cargo; Toowoomba: Toowoomba Wellcamp Airport — Terminated; Bangladesh: Dhaka (DAC) — Hazrat Shahjalal International Airport; Belgium: Brussels (BRU) — Brussels Airport; Toronto: Toronto Pearson International Airport — Passenger + cargo; Vancouver: Vancouver International Airport — Passenger; China: Beijing (PEK) — Beijing Capital International Airport; Chengdu: Chengdu Shuangliu International Airport — Cargo; Chongqing: Chongqing Jiangbei International Airport — Passenger + cargo; Fuzhou: Fuzhou Changle International Airport — Passenger; Guangzhou: Guangzhou Baiyun International Airport — Passenger; Haikou: Haikou Meilan International Airport — Passenger; Hangzhou: Hangzhou Xiaoshan International Airport — Passenger; Nanjing: Nanjing Lukou International Airport — Passenger; Ningbo: Ningbo Lishe International Airport — Passenger; Qingdao: Qingdao Jiaodong International Airport — Passenger; Sanya: Sanya Phoenix International Airport — Terminated; Shanghai: Shanghai Hongqiao International Airport — Passenger; Ürümqi: Ürümqi Tianshan International Airport — Passenger; Wenzhou: Wenzhou Yongqiang International Airport — Passenger; Wuhan: Wuhan Tianhe International Airport — Passenger; Xiamen: Xiamen Gaoqi International Airport — Passenger + cargo; Xi'an: Xi'an Xianyang International Airport — Passenger; Zhengzhou: Zhengzhou Xinzheng International Airport — Passenger + cargo; France: Paris (CDG) — Charles de Gaulle Airport; Frankfurt: Frankfurt Airport — Passenger + cargo; Munich: Munich Airport — Passenger; Hong Kong: Hong Kong (HKG) — Hong Kong International Airport; India: Bengaluru (BLR) — Kempegowda International Airport; Chennai: Chennai International Airport — Passenger + cargo; Delhi: Indira Gandhi International Airport — Passenger + cargo; Hyderabad: Rajiv Gandhi International Airport — Passenger + cargo; Kolkata: Netaji Subhas Chandra Bose International Airport — Terminated; Mumbai: Chhatrapati Shivaji Maharaj International Airport — Passenger + cargo; Indonesia: Denpasar (DPS) — Ngurah Rai International Airport; Jakarta: Soekarno–Hatta International Airport — Passenger + cargo; Surabaya: Juanda International Airport — Passenger; Italy: Milan (MXP) — Milan Malpensa Airport; Rome: Rome Fiumicino Airport — Seasonal; Japan: Fukuoka (FUK) — Fukuoka Airport; Komatsu: Komatsu Airport — Terminated; Nagoya: Chubu Centrair International Airport — Passenger; Osaka: Kansai International Airport — Passenger + cargo; Sapporo: New Chitose Airport — Passenger; Tokyo: Haneda Airport — Passenger; Malaysia: Kuala Lumpur (KUL) — Kuala Lumpur International Airport; Penang: Penang International Airport — Passenger + cargo; Mexico: Guadalajara (GDL) — Guadalajara International Airport; Mexico City: Mexico City International Airport — Terminated; Nepal: Kathmandu (KTM) — Tribhuvan International Airport; Netherlands: Amsterdam (AMS) — Amsterdam Airport Schiphol; New Zealand: Auckland (AKL) — Auckland Airport; Christchurch: Christchurch Airport — Seasonal; Philippines: Cebu (CEB) — Mactan–Cebu International Airport; Manila: Ninoy Aquino International Airport — Passenger; Riyadh: King Khalid International Airport — Passenger + cargo; Singapore: Singapore (SIN) — Changi Airport; Johannesburg: O. R. Tambo International Airport — Passenger; South Korea: Seoul (ICN) — Incheon International Airport; Spain: Barcelona (BCN) — Josep Tarradellas Barcelona–El Prat Airport; Madrid: Adolfo Suárez Madrid–Barajas Airport — Passenger + cargo; Sri Lanka: Colombo (CMB) — Bandaranaike International Airport; Switzerland: Zurich (ZRH) — Zurich Airport; Taiwan: Kaohsiung (KHH) — Kaohsiung International Airport; Taipei: Taoyuan International Airport — Passenger + cargo; Phuket: Phuket International Airport — Passenger; Dubai: Al Maktoum International Airport — Cargo; Manchester: Manchester Airport — Passenger; United States: Anchorage (ANC) — Ted Stevens Anchorage International Airport; Atlanta: Hartsfield–Jackson Atlanta International Airport — Cargo; Boston: Logan International Airport — Passenger; Chicago: O'Hare International Airport — Passenger + cargo; Columbus: Rickenbacker International Airport — Terminated; Dallas: Dallas Fort Worth International Airport — Passenger + cargo; Houston: George Bush Intercontinental Airport — Cargo; Los Angeles: Los Angeles International Airport — Passenger + cargo; Miami: Miami International Airport — Cargo; New York City: John F. Kennedy International Airport — Passenger + cargo; Newark: Newark Liberty International Airport — Terminated; Portland, OR: Portland International Airport — Cargo; San Francisco: San Francisco International Airport — Passenger; Seattle: Seattle–Tacoma International Airport — Passenger; Washington, D.C.: Dulles International Airport — Terminated; Vietnam: Hanoi (HAN) — Noi Bai International Airport; Ho Chi Minh City: Tan Son Nhat International Airport — Passenger + cargo",,Chao Kuang Piu (Honorary chairman) ; Augustus Tang ( Chairman ) ; Algernon Yau ( CEO ),,"Cathay Dragon House, Hong Kong International Airport , Chek Lap Kok, Hong Kong",Oneworld (affiliate; 2007–2020),Asia Miles ; Marco Polo Club,,,,,,24 May 1985 ( 1985-05-24 ) (as Dragonair ); July 1985 ( 1985-07 ) (as Dragonair ) ; 21 November 2016 ( 2016-11-21 ) (as Cathay Dragon )
Drukair,KB,DRK,A5,6,17,ROYAL BHUTAN,https://images.planefinder.net/api/logo/DRK/w/256,https://en.wikipedia.org/wiki/Drukair,,Paro Airport,Bangladesh: Dhaka (DAC) — Shahjalal International Airport; Bhutan: Gelephu (GLU) — Gelephu Airport; Paro: Paro Airport — Hub; India: Bagdogra (IXB) — Bagdogra International Airport; Gaya: Gaya Airport — Seasonal; Mumbai: Chhatrapati Shivaji Maharaj International Airport — Terminated; Nepal: Kathmandu (KTM) — Tribhuvan International Airport; Pokhara: Pokhara International Airport — Charter and future destination; Palau: Koror (ROR) — Roman Tmetuchl International Airport; Singapore: Singapore (SIN) — Changi Airport; Taiwan: Taipei (TPE) — Taoyuan International Airport; Taichung: Taichung International Airport — Charter; Thailand: Bangkok (BKK) — Suvarnabhumi Airport; United Arab Emirates: Dubai (DXB) — Dubai International Airport; Vietnam: Ho Chi Minh City (SGN) — Tan Son Nhat International Airport,www .drukair .com .bt,Tandi Wangchuk ( CEO ),,"Paro , Bhutan",,HappinessSmiles,Nu. 2.8 billion (2015),,,,,5 April 1981 ( 1981-04-05 ); 11 February 1983 ( 1983-02-11 )
Dubai Royal Air Wing,-,DUB,A6,0,0,,https://images.planefinder.net/api/logo/DUB/w/256,https://en.wikipedia.org/wiki/Dubai_Royal_Air_Wing,,Dubai International Airport (DXB),,airwing.govu.ae,,201-500,"Dubai , United Arab Emirates",,,,,,,,
Eagle Air,H7,EGU,5X,0,6,AFRICAN EAGLE,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Eagle_Air_%28Uganda%29,,"Entebbe International Airport; Arua Airport; Kampala , Entebbe , Arua",Uganda: Adjumani — Adjumani Airport; Uganda: Arua (RUA) — Arua Airport; Uganda: Chobe — Chobe Safari Lodge Airport; Uganda: Entebbe / Kampala (EBB) — Entebbe International Airport; Uganda: Gulu (ULU) — Gulu Airport; Uganda: Pakuba (PAF) — Pakuba Airport; South Sudan: Juba (JUB) — Juba Airport; South Sudan: Yei — Yei Airport,Homepage,,,"Kampala , Uganda",,,,,,,,1994 ( 1994 )
Eagle Air Iceland,IS,FEI,TF,2,0,ARCTIC EAGLE,https://images.planefinder.net/api/logo/FEI/w/256,https://en.wikipedia.org/wiki/Eagle_Air_%28Iceland%29,,Reykjavik Airport,,eagleair.is,"Hörður Guðmundsson, Jónína Guðmundsdóttir",,"Reykjavik Airport , Iceland",,,,,,,,1970 ( 1970 )
Eastar Jet,ZE,ESR,ZS,20,27,EASTARJET,https://images.planefinder.net/api/logo/ESR/w/256,https://en.wikipedia.org/wiki/Eastar_Jet,,Busan ; Cheongju ; Jeju ; Seoul–Gimpo ; Seoul–Incheon,Haikou: Haikou Meilan International Airport — Terminated; Harbin: Harbin Taiping International Airport — Terminated; Jinan: Jinan Yaoqiang International Airport — Terminated; Ningbo: Ningbo Lishe International Airport — Terminated; Shenyang: Shenyang Taoxian International Airport — Terminated; Yanji: Yanji Chaoyangchuan International Airport — Terminated; Hong Kong: Hong Kong (HKG) — Hong Kong International Airport; Indonesia: Manado (MDC) — Sam Ratulangi International Airport; Japan: Fukuoka (FUK) — Fukuoka Airport; Ibaraki: Ibaraki Airport — Terminated; Miyazaki: Miyazaki Airport — Terminated; Tokyo: Haneda Airport — Terminated; Kazakhstan: Almaty (ALA) — Almaty International Airport; South Korea: Busan (PUS) — Gimhae International Airport; Cheongju: Cheongju International Airport — Base; Gunsan: Gunsan Airport — Terminated; Jeju: Jeju International Airport — Base; Seoul: Gimpo International Airport — Base; Kaohsiung: Kaohsiung International Airport — Terminated; Thailand: Bangkok (BKK) — Suvarnabhumi Airport; Vietnam: Da Nang (DAD) — Da Nang International Airport; Hanoi: Noi Bai International Airport — Terminated,www .eastarjet .com,Joong-Seok Cho ( President ),,"Gangseo-gu , Seoul",,,,,,,,26 October 2007 ( 2007-10-26 ); 7 January 2009 ( 2009-01-07 )
Eastern Air Express,-,BBQ,N,17,0,EASTERN EXPRESS,https://images.planefinder.net/api/logo/BBQ/w/256,https://en.wikipedia.org/wiki/Eastern_Air_Express,4TXA995N,Kansas City ; Miami,,goeasternair .com,Jeffrey Conry ( CEO ) ; Brian Randow ( COO ),,"Kansas City, Missouri",,,,,,,,"2013 ( 2013 ) (as ATX Air Services ); July 2017 ( 2017-07 ) (as Hillwood Airways ) ; November 13, 2023 ( 2023-11-13 ) (as Eastern Air Express )"
